time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-25 00:00:00+00:00,1,1,,
2025-08-26 00:00:00+00:00,1,1,14.0,1.0
2025-08-27 00:00:00+00:00,2,2,1.0,1.0
2025-08-28 00:00:00+00:00,1,1,,
2025-08-29 00:00:00+00:00,1,1,16.0,2.0
2025-08-30 00:00:00+00:00,4,4,1.0,1.0
2025-08-31 00:00:00+00:00,4,4,16.0,3.0
2025-09-01 00:00:00+00:00,2,2,12.0,1.0
2025-09-02 00:00:00+00:00,1,1,12.0,2.0
2025-09-03 00:00:00+00:00,1,1,12.0,4.0
2025-09-04 00:00:00+00:00,2,2,29.0,3.0
2025-09-05 00:00:00+00:00,2,2,91.0,3.0
2025-09-06 00:00:00+00:00,5,5,126.0,8.0
2025-09-07 00:00:00+00:00,1,1,2.0,1.0
