time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-14 00:00:00+00:00,7,3,0,0
2026-03-15 00:00:00+00:00,9,5,3,3
2026-03-16 00:00:00+00:00,3,3,4,1
2026-03-17 00:00:00+00:00,7,3,0,0
2026-03-18 00:00:00+00:00,6,2,1,1
2026-03-19 00:00:00+00:00,12,4,0,0
2026-03-20 00:00:00+00:00,8,4,1,1
2026-03-21 00:00:00+00:00,8,4,9,3
2026-03-22 00:00:00+00:00,8,4,0,0
2026-03-23 00:00:00+00:00,9,5,5,3
2026-03-24 00:00:00+00:00,9,5,11,2
2026-03-25 00:00:00+00:00,8,4,5,5
2026-03-26 00:00:00+00:00,11,7,0,0
2026-03-27 00:00:00+00:00,7,3,32,9
