time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-26 00:00:00+00:00,2,2,68,4
2023-11-27 00:00:00+00:00,3,3,11,7
2023-11-28 00:00:00+00:00,2,2,2,1
2023-11-29 00:00:00+00:00,2,2,45,4
2023-11-30 00:00:00+00:00,2,2,68,10
2023-12-01 00:00:00+00:00,2,2,39,7
2023-12-02 00:00:00+00:00,2,2,14,3
2023-12-03 00:00:00+00:00,3,2,5,2
2023-12-04 00:00:00+00:00,3,3,7,3
2023-12-05 00:00:00+00:00,3,3,37,3
2023-12-06 00:00:00+00:00,2,2,3,2
2023-12-07 00:00:00+00:00,2,2,4,3
2023-12-08 00:00:00+00:00,2,2,2,1
2023-12-09 00:00:00+00:00,1,1,11,3
