time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-30 00:00:00+00:00,1.0,1.0,3,2
2024-12-31 00:00:00+00:00,,,1,1
2025-01-01 00:00:00+00:00,1.0,1.0,42,3
2025-01-02 00:00:00+00:00,,,1,1
2025-01-03 00:00:00+00:00,3.0,2.0,11,2
2025-01-04 00:00:00+00:00,,,9,2
2025-01-06 00:00:00+00:00,1.0,1.0,1,1
2025-01-07 00:00:00+00:00,,,8,2
2025-01-08 00:00:00+00:00,2.0,1.0,6,2
2025-01-09 00:00:00+00:00,3.0,2.0,3,1
2025-01-10 00:00:00+00:00,2.0,1.0,11,5
2025-01-11 00:00:00+00:00,2.0,2.0,37,3
2025-01-12 00:00:00+00:00,,,12,3
