time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-07 00:00:00+00:00,,,37,2
2024-07-08 00:00:00+00:00,,,4,1
2024-07-10 00:00:00+00:00,3.0,1.0,13,3
2024-07-11 00:00:00+00:00,,,14,2
2024-07-12 00:00:00+00:00,,,2,2
2024-07-13 00:00:00+00:00,,,249,5
2024-07-14 00:00:00+00:00,,,51,4
2024-07-15 00:00:00+00:00,4.0,1.0,156,8
2024-07-16 00:00:00+00:00,3.0,1.0,42,3
2024-07-17 00:00:00+00:00,1.0,1.0,86,6
2024-07-18 00:00:00+00:00,,,24,3
2024-07-19 00:00:00+00:00,,,65,1
2024-07-20 00:00:00+00:00,3.0,1.0,200,11
