time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-07 00:00:00+00:00,1,1,4,4
2024-05-08 00:00:00+00:00,1,1,7,6
2024-05-09 00:00:00+00:00,2,2,92,6
2024-05-10 00:00:00+00:00,1,1,3,2
2024-05-11 00:00:00+00:00,5,2,14,3
2024-05-12 00:00:00+00:00,1,1,4,4
2024-05-13 00:00:00+00:00,1,1,22,5
2024-05-14 00:00:00+00:00,5,2,17,5
2024-05-15 00:00:00+00:00,5,2,38,6
2024-05-16 00:00:00+00:00,1,1,13,1
2024-05-17 00:00:00+00:00,1,1,5,1
2024-05-18 00:00:00+00:00,1,1,91,3
2024-05-19 00:00:00+00:00,5,2,1,1
