time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-28 00:00:00+00:00,,,53,7
2024-10-29 00:00:00+00:00,,,11,5
2024-10-30 00:00:00+00:00,,,1,1
2024-10-31 00:00:00+00:00,4.0,1.0,35,2
2024-11-01 00:00:00+00:00,1.0,1.0,20,4
2024-11-02 00:00:00+00:00,,,46,7
2024-11-03 00:00:00+00:00,,,34,6
2024-11-04 00:00:00+00:00,1.0,1.0,76,10
2024-11-05 00:00:00+00:00,2.0,1.0,83,9
2024-11-06 00:00:00+00:00,1.0,1.0,138,14
2024-11-07 00:00:00+00:00,1.0,1.0,367,30
2024-11-08 00:00:00+00:00,,,253,23
2024-11-09 00:00:00+00:00,,,89,5
2024-11-10 00:00:00+00:00,,,55,12
