time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-15 00:00:00+00:00,3,3,38.0,4.0
2025-07-16 00:00:00+00:00,4,4,6.0,1.0
2025-07-17 00:00:00+00:00,1,1,10.0,1.0
2025-07-18 00:00:00+00:00,2,2,5.0,5.0
2025-07-19 00:00:00+00:00,4,4,9.0,4.0
2025-07-20 00:00:00+00:00,3,3,30.0,4.0
2025-07-21 00:00:00+00:00,1,1,1.0,1.0
2025-07-22 00:00:00+00:00,1,1,6.0,1.0
2025-07-23 00:00:00+00:00,3,3,8.0,3.0
2025-07-24 00:00:00+00:00,1,1,3.0,3.0
2025-07-25 00:00:00+00:00,7,7,24.0,3.0
2025-07-26 00:00:00+00:00,12,12,1.0,1.0
2025-07-27 00:00:00+00:00,4,4,,
2025-07-28 00:00:00+00:00,1,1,15.0,2.0
