time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-30 00:00:00+00:00,1.0,1.0,252,2
2024-07-01 00:00:00+00:00,1.0,1.0,30,4
2024-07-02 00:00:00+00:00,,,82,3
2024-07-03 00:00:00+00:00,,,422,6
2024-07-04 00:00:00+00:00,,,33,2
2024-07-05 00:00:00+00:00,,,60,3
2024-07-06 00:00:00+00:00,,,10,1
2024-07-07 00:00:00+00:00,,,37,2
2024-07-08 00:00:00+00:00,,,4,1
2024-07-10 00:00:00+00:00,3.0,1.0,13,3
2024-07-11 00:00:00+00:00,,,14,2
2024-07-12 00:00:00+00:00,,,2,2
2024-07-13 00:00:00+00:00,,,249,5
