referrer,views_total,views_unique
Google,5723,154
in.search.yahoo.com,293,7
Bing,222,7
github.com,78,9
Yahoo,78,4
search.brave.com,37,1
github.imc.re,30,2
mail.google.com,22,1
DuckDuckGo,2,1
