time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-07 00:00:00+00:00,4.0,3.0,47,11
2024-02-08 00:00:00+00:00,2.0,2.0,5,4
2024-02-09 00:00:00+00:00,3.0,3.0,34,8
2024-02-10 00:00:00+00:00,2.0,2.0,24,5
2024-02-11 00:00:00+00:00,2.0,2.0,26,5
2024-02-12 00:00:00+00:00,3.0,3.0,72,4
2024-02-13 00:00:00+00:00,3.0,3.0,116,15
2024-02-14 00:00:00+00:00,2.0,2.0,35,8
2024-02-15 00:00:00+00:00,2.0,2.0,73,17
2024-02-16 00:00:00+00:00,2.0,2.0,15,7
2024-02-17 00:00:00+00:00,2.0,2.0,79,11
2024-02-18 00:00:00+00:00,3.0,3.0,44,15
2024-02-19 00:00:00+00:00,3.0,3.0,90,14
2024-02-20 00:00:00+00:00,,,25,8
