referrer,views_total,views_unique
Google,3549,197
github.com,2552,123
Bing,626,24
in.search.yahoo.com,620,25
Yahoo,248,22
search.brave.com,48,3
DuckDuckGo,26,1
youtube.com,13,1
web.telegram.org,2,1
l.instagram.com,2,1
