time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-10 00:00:00+00:00,5.0,2.0,11,1
2025-02-11 00:00:00+00:00,1.0,1.0,17,5
2025-02-12 00:00:00+00:00,1.0,1.0,22,8
2025-02-13 00:00:00+00:00,1.0,1.0,16,6
2025-02-14 00:00:00+00:00,4.0,2.0,15,3
2025-02-15 00:00:00+00:00,4.0,2.0,5,4
2025-02-16 00:00:00+00:00,4.0,2.0,21,6
2025-02-17 00:00:00+00:00,5.0,2.0,8,6
2025-02-18 00:00:00+00:00,1.0,1.0,11,3
2025-02-19 00:00:00+00:00,4.0,2.0,17,9
2025-02-20 00:00:00+00:00,4.0,2.0,23,11
2025-02-21 00:00:00+00:00,5.0,2.0,5,4
2025-02-22 00:00:00+00:00,1.0,1.0,11,6
2025-02-23 00:00:00+00:00,,,1,1
