time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-11 00:00:00+00:00,1.0,1.0,40,4
2024-08-12 00:00:00+00:00,,,87,3
2024-08-13 00:00:00+00:00,,,109,7
2024-08-14 00:00:00+00:00,,,152,9
2024-08-15 00:00:00+00:00,,,110,4
2024-08-16 00:00:00+00:00,2.0,1.0,134,9
2024-08-17 00:00:00+00:00,1.0,1.0,313,9
2024-08-18 00:00:00+00:00,2.0,1.0,322,14
2024-08-19 00:00:00+00:00,,,400,6
2024-08-20 00:00:00+00:00,3.0,2.0,465,17
2024-08-21 00:00:00+00:00,1.0,1.0,183,7
2024-08-22 00:00:00+00:00,,,366,10
2024-08-23 00:00:00+00:00,1.0,1.0,28,3
2024-08-24 00:00:00+00:00,,,627,13
