time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-07 00:00:00+00:00,4.0,3.0,16,5
2025-11-08 00:00:00+00:00,2.0,2.0,157,10
2025-11-09 00:00:00+00:00,15.0,4.0,48,6
2025-11-10 00:00:00+00:00,2.0,2.0,81,13
2025-11-11 00:00:00+00:00,13.0,6.0,48,7
2025-11-12 00:00:00+00:00,10.0,5.0,48,7
2025-11-13 00:00:00+00:00,4.0,4.0,121,11
2025-11-14 00:00:00+00:00,5.0,5.0,28,9
2025-11-15 00:00:00+00:00,3.0,3.0,92,10
2025-11-16 00:00:00+00:00,5.0,5.0,88,5
2025-11-17 00:00:00+00:00,6.0,5.0,49,9
2025-11-18 00:00:00+00:00,4.0,4.0,10,2
2025-11-19 00:00:00+00:00,2.0,2.0,34,2
2025-11-20 00:00:00+00:00,,,50,5
