referrer,views_total,views_unique
Google,709,90
Bing,100,9
github.com,32,9
in.search.yahoo.com,25,3
search.brave.com,21,3
web.telegram.org,7,1
DuckDuckGo,6,1
blackbox.ai,4,1
chatgpt.com,2,1
Yahoo,1,1
