time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-09 00:00:00+00:00,4,4,10,8
2026-02-10 00:00:00+00:00,2,2,18,6
2026-02-11 00:00:00+00:00,4,4,3,3
2026-02-12 00:00:00+00:00,16,8,15,2
2026-02-13 00:00:00+00:00,21,9,3,2
2026-02-14 00:00:00+00:00,11,7,8,3
2026-02-15 00:00:00+00:00,15,7,16,6
2026-02-16 00:00:00+00:00,11,7,1,1
2026-02-17 00:00:00+00:00,15,7,7,3
2026-02-18 00:00:00+00:00,4,4,1,1
2026-02-19 00:00:00+00:00,16,8,12,4
2026-02-20 00:00:00+00:00,11,6,23,6
2026-02-21 00:00:00+00:00,12,7,2,2
2026-02-22 00:00:00+00:00,14,10,3,2
