time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-05 00:00:00+00:00,9.0,5.0,15,6
2025-12-06 00:00:00+00:00,10.0,6.0,18,4
2025-12-07 00:00:00+00:00,2.0,2.0,12,2
2025-12-08 00:00:00+00:00,3.0,3.0,46,7
2025-12-09 00:00:00+00:00,8.0,6.0,42,5
2025-12-10 00:00:00+00:00,7.0,3.0,41,8
2025-12-11 00:00:00+00:00,7.0,3.0,7,2
2025-12-12 00:00:00+00:00,9.0,5.0,18,2
2025-12-13 00:00:00+00:00,4.0,4.0,9,5
2025-12-14 00:00:00+00:00,7.0,3.0,5,3
2025-12-15 00:00:00+00:00,3.0,3.0,2,2
2025-12-16 00:00:00+00:00,15.0,10.0,30,7
2025-12-17 00:00:00+00:00,7.0,7.0,2,2
2025-12-18 00:00:00+00:00,,,1,1
