time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-25 00:00:00+00:00,2,2,76,8
2024-02-26 00:00:00+00:00,3,3,59,17
2024-02-27 00:00:00+00:00,3,3,109,32
2024-02-28 00:00:00+00:00,2,2,12,6
2024-02-29 00:00:00+00:00,2,2,7,5
2024-03-01 00:00:00+00:00,5,3,27,8
2024-03-02 00:00:00+00:00,2,2,25,3
2024-03-03 00:00:00+00:00,2,2,21,4
2024-03-04 00:00:00+00:00,4,4,19,6
2024-03-05 00:00:00+00:00,2,2,19,6
2024-03-06 00:00:00+00:00,1,1,35,6
2024-03-07 00:00:00+00:00,2,2,46,9
2024-03-08 00:00:00+00:00,2,2,43,10
2024-03-09 00:00:00+00:00,1,1,79,23
