time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-24 00:00:00+00:00,1.0,1.0,234,3
2024-06-25 00:00:00+00:00,1.0,1.0,158,6
2024-06-26 00:00:00+00:00,,,4,1
2024-06-27 00:00:00+00:00,,,81,2
2024-06-28 00:00:00+00:00,1.0,1.0,149,6
2024-06-29 00:00:00+00:00,,,207,4
2024-06-30 00:00:00+00:00,1.0,1.0,252,2
2024-07-01 00:00:00+00:00,1.0,1.0,30,4
2024-07-02 00:00:00+00:00,,,82,3
2024-07-03 00:00:00+00:00,,,422,6
2024-07-04 00:00:00+00:00,,,33,2
2024-07-05 00:00:00+00:00,,,60,3
2024-07-06 00:00:00+00:00,,,10,1
2024-07-07 00:00:00+00:00,,,37,2
