time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-04 00:00:00+00:00,1.0,1.0,76,10
2024-11-05 00:00:00+00:00,2.0,1.0,83,9
2024-11-06 00:00:00+00:00,1.0,1.0,138,14
2024-11-07 00:00:00+00:00,1.0,1.0,367,30
2024-11-08 00:00:00+00:00,,,253,23
2024-11-09 00:00:00+00:00,,,89,5
2024-11-10 00:00:00+00:00,3.0,1.0,55,12
2024-11-11 00:00:00+00:00,,,217,13
2024-11-12 00:00:00+00:00,,,277,12
2024-11-13 00:00:00+00:00,,,290,15
2024-11-14 00:00:00+00:00,,,184,12
2024-11-15 00:00:00+00:00,,,608,42
2024-11-16 00:00:00+00:00,1.0,1.0,236,15
2024-11-17 00:00:00+00:00,,,56,11
