time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-14 00:00:00+00:00,11,7,8,3
2026-02-15 00:00:00+00:00,15,7,16,6
2026-02-16 00:00:00+00:00,11,7,1,1
2026-02-17 00:00:00+00:00,15,7,7,3
2026-02-18 00:00:00+00:00,4,4,1,1
2026-02-19 00:00:00+00:00,16,8,12,4
2026-02-20 00:00:00+00:00,11,6,23,6
2026-02-21 00:00:00+00:00,12,7,2,2
2026-02-22 00:00:00+00:00,14,10,3,2
2026-02-23 00:00:00+00:00,10,6,14,3
2026-02-24 00:00:00+00:00,3,3,24,7
2026-02-25 00:00:00+00:00,10,6,8,2
2026-02-26 00:00:00+00:00,9,4,1,1
2026-02-27 00:00:00+00:00,10,6,4,4
