time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-31 00:00:00+00:00,2,2,94,21
2025-11-01 00:00:00+00:00,4,4,125,12
2025-11-02 00:00:00+00:00,7,2,19,5
2025-11-03 00:00:00+00:00,14,5,22,3
2025-11-04 00:00:00+00:00,8,5,38,5
2025-11-05 00:00:00+00:00,1,1,68,9
2025-11-06 00:00:00+00:00,9,7,8,3
2025-11-07 00:00:00+00:00,4,3,16,5
2025-11-08 00:00:00+00:00,2,2,157,10
2025-11-09 00:00:00+00:00,15,4,48,6
2025-11-10 00:00:00+00:00,2,2,81,13
2025-11-11 00:00:00+00:00,13,6,48,7
2025-11-12 00:00:00+00:00,10,5,48,7
2025-11-13 00:00:00+00:00,2,2,121,11
