time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-06 00:00:00+00:00,1.0,1.0,1,1
2025-01-07 00:00:00+00:00,,,8,2
2025-01-08 00:00:00+00:00,2.0,1.0,6,2
2025-01-09 00:00:00+00:00,3.0,2.0,3,1
2025-01-10 00:00:00+00:00,2.0,1.0,11,5
2025-01-11 00:00:00+00:00,2.0,2.0,37,3
2025-01-12 00:00:00+00:00,1.0,1.0,12,3
2025-01-13 00:00:00+00:00,1.0,1.0,43,7
2025-01-14 00:00:00+00:00,,,14,6
2025-01-15 00:00:00+00:00,1.0,1.0,51,6
2025-01-16 00:00:00+00:00,3.0,2.0,41,7
2025-01-17 00:00:00+00:00,2.0,2.0,7,5
2025-01-18 00:00:00+00:00,,,9,6
