time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-13 00:00:00+00:00,4,4,121,11
2025-11-14 00:00:00+00:00,5,5,28,9
2025-11-15 00:00:00+00:00,3,3,92,10
2025-11-16 00:00:00+00:00,5,5,88,5
2025-11-17 00:00:00+00:00,6,5,49,9
2025-11-18 00:00:00+00:00,4,4,10,2
2025-11-19 00:00:00+00:00,2,2,34,2
2025-11-20 00:00:00+00:00,2,2,50,5
2025-11-21 00:00:00+00:00,4,4,36,7
2025-11-22 00:00:00+00:00,2,2,92,10
2025-11-23 00:00:00+00:00,3,3,53,10
2025-11-24 00:00:00+00:00,2,2,37,7
2025-11-25 00:00:00+00:00,3,3,31,7
2025-11-26 00:00:00+00:00,2,2,3,2
