time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-02 00:00:00+00:00,2.0,2.0,25,3
2024-03-03 00:00:00+00:00,2.0,2.0,21,4
2024-03-04 00:00:00+00:00,4.0,4.0,19,6
2024-03-05 00:00:00+00:00,2.0,2.0,19,6
2024-03-06 00:00:00+00:00,1.0,1.0,35,6
2024-03-07 00:00:00+00:00,2.0,2.0,46,9
2024-03-08 00:00:00+00:00,2.0,2.0,43,10
2024-03-09 00:00:00+00:00,2.0,2.0,79,23
2024-03-10 00:00:00+00:00,1.0,1.0,215,35
2024-03-11 00:00:00+00:00,2.0,2.0,4,4
2024-03-12 00:00:00+00:00,1.0,1.0,83,6
2024-03-13 00:00:00+00:00,1.0,1.0,16,1
2024-03-14 00:00:00+00:00,1.0,1.0,3,2
2024-03-15 00:00:00+00:00,,,15,4
