time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-05 00:00:00+00:00,2,2,6445,250
2023-11-06 00:00:00+00:00,4,4,1812,75
2023-11-07 00:00:00+00:00,2,2,351,40
2023-11-08 00:00:00+00:00,1,1,230,45
2023-11-09 00:00:00+00:00,4,3,558,61
2023-11-10 00:00:00+00:00,12,10,2130,115
2023-11-11 00:00:00+00:00,6,5,6499,227
2023-11-12 00:00:00+00:00,10,8,20736,421
2023-11-13 00:00:00+00:00,4,4,406,38
2023-11-14 00:00:00+00:00,2,2,733,67
2023-11-15 00:00:00+00:00,2,2,336,32
2023-11-16 00:00:00+00:00,1,1,553,30
2023-11-17 00:00:00+00:00,2,2,256,22
2023-11-18 00:00:00+00:00,1,1,573,29
