time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-10 00:00:00+00:00,4,4,5,2
2026-04-11 00:00:00+00:00,8,3,6,2
2026-04-12 00:00:00+00:00,3,3,5,5
2026-04-13 00:00:00+00:00,11,5,5,2
2026-04-14 00:00:00+00:00,14,5,4,3
2026-04-15 00:00:00+00:00,11,7,1,1
2026-04-16 00:00:00+00:00,31,9,2,2
2026-04-17 00:00:00+00:00,23,6,13,4
2026-04-18 00:00:00+00:00,12,6,10,2
2026-04-19 00:00:00+00:00,13,6,18,4
2026-04-20 00:00:00+00:00,69,28,1,1
2026-04-21 00:00:00+00:00,66,24,49,49
2026-04-22 00:00:00+00:00,75,25,3,3
2026-04-23 00:00:00+00:00,72,21,1,1
