time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-04 00:00:00+00:00,,,44,3
2024-08-05 00:00:00+00:00,1.0,1.0,44,1
2024-08-06 00:00:00+00:00,3.0,2.0,2,1
2024-08-07 00:00:00+00:00,1.0,1.0,55,1
2024-08-08 00:00:00+00:00,,,21,1
2024-08-09 00:00:00+00:00,2.0,1.0,132,7
2024-08-10 00:00:00+00:00,3.0,1.0,33,2
2024-08-11 00:00:00+00:00,1.0,1.0,40,4
2024-08-12 00:00:00+00:00,,,87,3
2024-08-13 00:00:00+00:00,,,109,7
2024-08-14 00:00:00+00:00,,,152,9
2024-08-15 00:00:00+00:00,,,110,4
2024-08-16 00:00:00+00:00,2.0,1.0,134,9
2024-08-17 00:00:00+00:00,,,313,9
