time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-27 00:00:00+00:00,10,6,4,4
2026-02-28 00:00:00+00:00,14,6,3,3
2026-03-01 00:00:00+00:00,8,4,32,6
2026-03-02 00:00:00+00:00,4,4,5,2
2026-03-03 00:00:00+00:00,3,3,0,0
2026-03-04 00:00:00+00:00,21,9,1,1
2026-03-05 00:00:00+00:00,10,6,1,1
2026-03-06 00:00:00+00:00,7,3,1,1
2026-03-07 00:00:00+00:00,3,3,1,1
2026-03-08 00:00:00+00:00,14,6,9,1
2026-03-09 00:00:00+00:00,15,7,4,4
2026-03-10 00:00:00+00:00,7,3,2,1
2026-03-11 00:00:00+00:00,4,4,2,2
2026-03-12 00:00:00+00:00,13,5,2,2
