time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-27 00:00:00+00:00,5.0,2.0,,
2024-05-28 00:00:00+00:00,1.0,1.0,42.0,3.0
2024-05-29 00:00:00+00:00,1.0,1.0,8.0,3.0
2024-05-30 00:00:00+00:00,7.0,4.0,32.0,3.0
2024-05-31 00:00:00+00:00,1.0,1.0,2.0,2.0
2024-06-01 00:00:00+00:00,1.0,1.0,1.0,1.0
2024-06-02 00:00:00+00:00,5.0,2.0,146.0,1.0
2024-06-03 00:00:00+00:00,7.0,4.0,509.0,4.0
2024-06-04 00:00:00+00:00,1.0,1.0,203.0,2.0
2024-06-05 00:00:00+00:00,2.0,2.0,299.0,6.0
2024-06-06 00:00:00+00:00,1.0,1.0,404.0,4.0
2024-06-07 00:00:00+00:00,5.0,2.0,79.0,6.0
2024-06-08 00:00:00+00:00,8.0,4.0,48.0,3.0
2024-06-09 00:00:00+00:00,,,58.0,4.0
