referrer,views_total,views_unique
Google,1811,59
in.search.yahoo.com,68,3
Bing,44,3
github.imc.re,30,2
mail.google.com,22,1
github.com,19,5
edgeservices.bing.com,11,1
DuckDuckGo,3,2
search.brave.com,3,1
