referrer,views_total,views_unique
Google,6000,221
github.com,4705,187
Bing,337,13
Yahoo,250,10
in.search.yahoo.com,228,13
search.brave.com,43,3
web.telegram.org,26,1
DuckDuckGo,20,1
l.instagram.com,2,1
