time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-24 00:00:00+00:00,1,1,35,3
2025-06-25 00:00:00+00:00,1,1,40,1
2025-06-26 00:00:00+00:00,2,2,8,1
2025-06-27 00:00:00+00:00,1,1,5,1
2025-06-28 00:00:00+00:00,4,4,15,3
2025-06-29 00:00:00+00:00,2,2,54,7
2025-06-30 00:00:00+00:00,1,1,14,3
2025-07-01 00:00:00+00:00,4,4,107,14
2025-07-02 00:00:00+00:00,2,2,22,2
2025-07-03 00:00:00+00:00,5,5,181,15
2025-07-04 00:00:00+00:00,3,3,68,8
2025-07-05 00:00:00+00:00,1,1,23,2
2025-07-06 00:00:00+00:00,6,6,16,2
2025-07-07 00:00:00+00:00,5,5,7,2
