time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-20 00:00:00+00:00,,,110,14
2024-10-21 00:00:00+00:00,2.0,1.0,165,23
2024-10-22 00:00:00+00:00,2.0,1.0,82,17
2024-10-23 00:00:00+00:00,,,171,21
2024-10-24 00:00:00+00:00,,,119,16
2024-10-25 00:00:00+00:00,1.0,1.0,144,14
2024-10-26 00:00:00+00:00,,,6,1
2024-10-27 00:00:00+00:00,,,54,3
2024-10-28 00:00:00+00:00,,,53,7
2024-10-29 00:00:00+00:00,,,11,5
2024-10-30 00:00:00+00:00,,,1,1
2024-10-31 00:00:00+00:00,4.0,1.0,35,2
2024-11-01 00:00:00+00:00,1.0,1.0,20,4
2024-11-02 00:00:00+00:00,,,46,7
