time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-05 00:00:00+00:00,5.0,2.0,35,8
2024-05-06 00:00:00+00:00,2.0,2.0,33,10
2024-05-07 00:00:00+00:00,1.0,1.0,4,4
2024-05-08 00:00:00+00:00,1.0,1.0,7,6
2024-05-09 00:00:00+00:00,2.0,2.0,92,6
2024-05-10 00:00:00+00:00,1.0,1.0,3,2
2024-05-11 00:00:00+00:00,5.0,2.0,14,3
2024-05-12 00:00:00+00:00,1.0,1.0,4,4
2024-05-13 00:00:00+00:00,1.0,1.0,22,5
2024-05-14 00:00:00+00:00,5.0,2.0,17,5
2024-05-15 00:00:00+00:00,5.0,2.0,38,6
2024-05-16 00:00:00+00:00,1.0,1.0,13,1
2024-05-17 00:00:00+00:00,1.0,1.0,5,1
2024-05-18 00:00:00+00:00,,,90,2
