time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-09 00:00:00+00:00,3,2,10,5
2026-09-10 00:00:00+00:00,3,3,0,0
2026-09-11 00:00:00+00:00,2,2,10,1
2026-09-12 00:00:00+00:00,12,7,11,2
2026-09-13 00:00:00+00:00,2,2,9,4
2026-09-14 00:00:00+00:00,7,6,31,4
2026-09-15 00:00:00+00:00,5,5,44,6
2026-09-16 00:00:00+00:00,6,6,46,7
2026-09-17 00:00:00+00:00,2,2,17,4
2026-09-18 00:00:00+00:00,3,3,98,8
2026-09-19 00:00:00+00:00,5,4,28,2
2026-09-20 00:00:00+00:00,1,1,0,0
2026-09-21 00:00:00+00:00,20,7,0,0
2026-09-22 00:00:00+00:00,3,3,1,1
