time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-26 00:00:00+00:00,1,1,31,7
2024-04-27 00:00:00+00:00,5,2,3,2
2024-04-28 00:00:00+00:00,1,1,12,6
2024-04-29 00:00:00+00:00,1,1,10,6
2024-04-30 00:00:00+00:00,5,2,29,6
2024-05-01 00:00:00+00:00,1,1,41,8
2024-05-02 00:00:00+00:00,1,1,26,3
2024-05-03 00:00:00+00:00,6,3,21,5
2024-05-04 00:00:00+00:00,4,3,6,3
2024-05-05 00:00:00+00:00,5,2,35,8
2024-05-06 00:00:00+00:00,2,2,33,10
2024-05-07 00:00:00+00:00,1,1,4,4
2024-05-08 00:00:00+00:00,1,1,7,6
2024-05-09 00:00:00+00:00,1,1,92,6
