time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-05 00:00:00+00:00,3,3,110,11
2024-02-06 00:00:00+00:00,2,2,18,3
2024-02-07 00:00:00+00:00,4,3,47,11
2024-02-08 00:00:00+00:00,2,2,5,4
2024-02-09 00:00:00+00:00,3,3,34,8
2024-02-10 00:00:00+00:00,2,2,24,5
2024-02-11 00:00:00+00:00,2,2,26,5
2024-02-12 00:00:00+00:00,3,3,72,4
2024-02-13 00:00:00+00:00,3,3,116,15
2024-02-14 00:00:00+00:00,2,2,35,8
2024-02-15 00:00:00+00:00,2,2,73,17
2024-02-16 00:00:00+00:00,2,2,15,7
2024-02-17 00:00:00+00:00,2,2,79,11
2024-02-18 00:00:00+00:00,1,1,44,15
