time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-26 00:00:00+00:00,1,1,25,9
2025-03-27 00:00:00+00:00,1,1,8,5
2025-03-28 00:00:00+00:00,3,2,30,7
2025-03-29 00:00:00+00:00,5,2,52,12
2025-03-30 00:00:00+00:00,7,6,8,4
2025-03-31 00:00:00+00:00,5,2,21,7
2025-04-01 00:00:00+00:00,1,1,95,12
2025-04-02 00:00:00+00:00,5,2,94,19
2025-04-03 00:00:00+00:00,5,2,56,19
2025-04-04 00:00:00+00:00,1,1,25,8
2025-04-05 00:00:00+00:00,1,1,22,6
2025-04-06 00:00:00+00:00,3,2,10,8
2025-04-07 00:00:00+00:00,1,1,5,4
2025-04-08 00:00:00+00:00,1,1,96,13
