referrer,views_total,views_unique
Google,4992,184
github.com,3159,126
Bing,1001,32
in.search.yahoo.com,421,17
Yahoo,51,5
DuckDuckGo,26,1
search.brave.com,22,2
web.telegram.org,2,1
