time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-22 00:00:00+00:00,2.0,2.0,27,2
2025-06-23 00:00:00+00:00,4.0,4.0,16,1
2025-06-24 00:00:00+00:00,1.0,1.0,35,3
2025-06-25 00:00:00+00:00,1.0,1.0,40,1
2025-06-26 00:00:00+00:00,2.0,2.0,8,1
2025-06-27 00:00:00+00:00,1.0,1.0,5,1
2025-06-28 00:00:00+00:00,4.0,4.0,15,3
2025-06-29 00:00:00+00:00,2.0,2.0,54,7
2025-06-30 00:00:00+00:00,1.0,1.0,14,3
2025-07-01 00:00:00+00:00,4.0,4.0,107,14
2025-07-02 00:00:00+00:00,2.0,2.0,22,2
2025-07-03 00:00:00+00:00,5.0,5.0,181,15
2025-07-04 00:00:00+00:00,3.0,3.0,68,8
2025-07-05 00:00:00+00:00,,,23,2
