referrer,views_total,views_unique
Google,3457,198
github.com,2605,124
in.search.yahoo.com,635,26
Bing,617,25
Yahoo,239,21
search.brave.com,48,3
youtube.com,13,1
web.telegram.org,2,1
l.instagram.com,2,1
