referrer,views_total,views_unique
Google,4709,201
github.com,3639,151
Bing,960,31
in.search.yahoo.com,694,25
Yahoo,164,8
DuckDuckGo,26,1
search.brave.com,24,3
web.telegram.org,2,1
l.instagram.com,2,1
