time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-08 00:00:00+00:00,3,3,46.0,7.0
2025-12-09 00:00:00+00:00,8,6,42.0,5.0
2025-12-10 00:00:00+00:00,7,3,41.0,8.0
2025-12-11 00:00:00+00:00,7,3,7.0,2.0
2025-12-12 00:00:00+00:00,9,5,18.0,2.0
2025-12-13 00:00:00+00:00,4,4,9.0,5.0
2025-12-14 00:00:00+00:00,7,3,5.0,3.0
2025-12-15 00:00:00+00:00,3,3,2.0,2.0
2025-12-16 00:00:00+00:00,15,10,30.0,7.0
2025-12-17 00:00:00+00:00,7,7,2.0,2.0
2025-12-18 00:00:00+00:00,7,3,1.0,1.0
2025-12-19 00:00:00+00:00,17,9,,
2025-12-20 00:00:00+00:00,14,6,3.0,3.0
2025-12-21 00:00:00+00:00,2,1,,
