time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-25 00:00:00+00:00,1.0,1.0,246,15
2024-11-26 00:00:00+00:00,,,105,16
2024-11-27 00:00:00+00:00,1.0,1.0,184,17
2024-11-28 00:00:00+00:00,2.0,2.0,400,29
2024-11-29 00:00:00+00:00,2.0,1.0,584,35
2024-11-30 00:00:00+00:00,1.0,1.0,559,41
2024-12-01 00:00:00+00:00,1.0,1.0,81,11
2024-12-02 00:00:00+00:00,1.0,1.0,26,3
2024-12-03 00:00:00+00:00,2.0,1.0,239,18
2024-12-04 00:00:00+00:00,,,73,10
2024-12-05 00:00:00+00:00,1.0,1.0,85,13
2024-12-06 00:00:00+00:00,,,178,10
2024-12-07 00:00:00+00:00,3.0,1.0,3,2
2024-12-08 00:00:00+00:00,,,12,2
