time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-12 00:00:00+00:00,12,4,3,1
2026-01-13 00:00:00+00:00,14,6,2,2
2026-01-14 00:00:00+00:00,8,4,0,0
2026-01-15 00:00:00+00:00,7,3,2,2
2026-01-16 00:00:00+00:00,8,4,2,2
2026-01-17 00:00:00+00:00,3,3,3,3
2026-01-18 00:00:00+00:00,4,4,7,1
2026-01-19 00:00:00+00:00,3,3,8,7
2026-01-20 00:00:00+00:00,2,2,20,5
2026-01-21 00:00:00+00:00,8,4,10,6
2026-01-22 00:00:00+00:00,12,7,32,9
2026-01-23 00:00:00+00:00,11,6,21,6
2026-01-24 00:00:00+00:00,13,5,29,4
2026-01-25 00:00:00+00:00,4,4,8,2
