time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-29 00:00:00+00:00,1.0,1.0,49,11
2025-11-30 00:00:00+00:00,4.0,4.0,9,2
2025-12-01 00:00:00+00:00,37.0,9.0,19,5
2025-12-02 00:00:00+00:00,17.0,5.0,126,5
2025-12-03 00:00:00+00:00,109.0,24.0,76,6
2025-12-04 00:00:00+00:00,8.0,4.0,46,8
2025-12-05 00:00:00+00:00,9.0,5.0,15,6
2025-12-06 00:00:00+00:00,10.0,6.0,18,4
2025-12-07 00:00:00+00:00,2.0,2.0,12,2
2025-12-08 00:00:00+00:00,3.0,3.0,46,7
2025-12-09 00:00:00+00:00,8.0,6.0,42,5
2025-12-10 00:00:00+00:00,7.0,3.0,41,8
2025-12-11 00:00:00+00:00,7.0,3.0,7,2
2025-12-12 00:00:00+00:00,,,18,2
