time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-17 00:00:00+00:00,5,3,1,1
2025-03-18 00:00:00+00:00,4,2,25,5
2025-03-19 00:00:00+00:00,2,2,18,6
2025-03-20 00:00:00+00:00,1,1,72,5
2025-03-21 00:00:00+00:00,9,2,19,4
2025-03-22 00:00:00+00:00,1,1,7,2
2025-03-23 00:00:00+00:00,3,2,2,1
2025-03-24 00:00:00+00:00,5,2,16,3
2025-03-25 00:00:00+00:00,1,1,13,6
2025-03-26 00:00:00+00:00,1,1,25,9
2025-03-27 00:00:00+00:00,1,1,8,5
2025-03-28 00:00:00+00:00,3,2,30,7
2025-03-29 00:00:00+00:00,5,2,52,12
2025-03-30 00:00:00+00:00,4,4,8,4
