time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-12 00:00:00+00:00,1.0,1.0,83,6
2024-03-13 00:00:00+00:00,1.0,1.0,16,1
2024-03-14 00:00:00+00:00,1.0,1.0,3,2
2024-03-15 00:00:00+00:00,1.0,1.0,15,4
2024-03-16 00:00:00+00:00,1.0,1.0,173,4
2024-03-17 00:00:00+00:00,2.0,2.0,82,3
2024-03-18 00:00:00+00:00,2.0,2.0,47,5
2024-03-19 00:00:00+00:00,1.0,1.0,30,3
2024-03-20 00:00:00+00:00,1.0,1.0,228,12
2024-03-21 00:00:00+00:00,2.0,2.0,285,10
2024-03-22 00:00:00+00:00,1.0,1.0,37,11
2024-03-23 00:00:00+00:00,1.0,1.0,245,13
2024-03-24 00:00:00+00:00,1.0,1.0,154,14
2024-03-25 00:00:00+00:00,,,160,19
