time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-12 00:00:00+00:00,1.0,1.0,201,16
2024-09-13 00:00:00+00:00,2.0,2.0,62,6
2024-09-14 00:00:00+00:00,,,33,4
2024-09-15 00:00:00+00:00,,,119,10
2024-09-16 00:00:00+00:00,3.0,2.0,217,11
2024-09-17 00:00:00+00:00,,,96,13
2024-09-18 00:00:00+00:00,,,227,15
2024-09-19 00:00:00+00:00,,,788,27
2024-09-20 00:00:00+00:00,,,1144,50
2024-09-21 00:00:00+00:00,,,367,15
2024-09-22 00:00:00+00:00,1.0,1.0,420,13
2024-09-23 00:00:00+00:00,,,63,7
2024-09-24 00:00:00+00:00,,,108,10
2024-09-25 00:00:00+00:00,,,216,13
