time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-01 00:00:00+00:00,2.0,2.0,26,12
2024-02-02 00:00:00+00:00,3.0,3.0,67,10
2024-02-03 00:00:00+00:00,2.0,2.0,28,10
2024-02-04 00:00:00+00:00,2.0,2.0,36,10
2024-02-05 00:00:00+00:00,3.0,3.0,110,11
2024-02-06 00:00:00+00:00,2.0,2.0,18,3
2024-02-07 00:00:00+00:00,4.0,3.0,47,11
2024-02-08 00:00:00+00:00,2.0,2.0,5,4
2024-02-09 00:00:00+00:00,3.0,3.0,34,8
2024-02-10 00:00:00+00:00,2.0,2.0,24,5
2024-02-11 00:00:00+00:00,2.0,2.0,26,5
2024-02-12 00:00:00+00:00,3.0,3.0,72,4
2024-02-13 00:00:00+00:00,3.0,3.0,116,15
2024-02-14 00:00:00+00:00,,,35,8
