referrer,views_total,views_unique
Google,3555,211
github.com,2674,137
in.search.yahoo.com,651,29
Bing,645,27
Yahoo,235,20
search.brave.com,48,3
youtube.com,13,1
web.telegram.org,2,1
l.instagram.com,2,1
