referrer,views_total,views_unique
Google,6985,250
github.com,5435,207
Bing,425,19
Yahoo,317,14
in.search.yahoo.com,247,13
search.brave.com,43,3
web.telegram.org,26,1
DuckDuckGo,9,1
l.instagram.com,2,1
