time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-30 00:00:00+00:00,12,7,2,2
2026-05-31 00:00:00+00:00,15,6,7,1
2026-06-01 00:00:00+00:00,17,8,19,1
2026-06-02 00:00:00+00:00,11,5,2,1
2026-06-03 00:00:00+00:00,22,9,0,0
2026-06-04 00:00:00+00:00,9,4,1,1
2026-06-05 00:00:00+00:00,14,13,1,1
2026-06-06 00:00:00+00:00,14,5,0,0
2026-06-07 00:00:00+00:00,22,9,1,1
2026-06-08 00:00:00+00:00,19,6,0,0
2026-06-09 00:00:00+00:00,3,3,5,1
2026-06-10 00:00:00+00:00,17,8,0,0
2026-06-11 00:00:00+00:00,16,6,2,2
2026-06-12 00:00:00+00:00,17,7,2,2
