time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-02 00:00:00+00:00,1.0,1.0,32,5
2024-04-03 00:00:00+00:00,2.0,2.0,33,5
2024-04-04 00:00:00+00:00,1.0,1.0,9,3
2024-04-05 00:00:00+00:00,1.0,1.0,10,4
2024-04-06 00:00:00+00:00,2.0,2.0,6,5
2024-04-07 00:00:00+00:00,1.0,1.0,3,2
2024-04-08 00:00:00+00:00,2.0,2.0,6,3
2024-04-09 00:00:00+00:00,1.0,1.0,9,5
2024-04-10 00:00:00+00:00,1.0,1.0,5,3
2024-04-11 00:00:00+00:00,1.0,1.0,48,9
2024-04-12 00:00:00+00:00,1.0,1.0,26,3
2024-04-13 00:00:00+00:00,3.0,2.0,34,3
2024-04-14 00:00:00+00:00,,,43,10
2024-04-15 00:00:00+00:00,1.0,1.0,6,3
